doc_id,text,topic,probability
356,di hari buruh ini mari kita harga juang serta kontribusi tak nilai dari para kerja di seluruh dunia mereka adalah tulang punggung masyarakat jadi mimpimimpi jadi nyata dengan keringat dedikasi dan semangat yang tak kenal lelah mari kita terus juang untuk tara adil dan martabat kerja karena hari ini adalah hormat bagi mereka yang beri warna pada maju dan hasil kita semua selamat hari buruh politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi hariburuh,0,0.6737124
357,umum lolos dana pkm bidang pkm pens pkm center pens ucap selamat kepada tim pkm pens yang telah hasil sampai pada tahap dana pkm skema dana bidang pkm vokasi dalam juang terkadang engkau sukses dan terkadang engkau ajar bukan gagal bagi tim yang belum lolos jangan kecil hati gagal dalam hal ini belum tentu tidak sukses dalam hal lain tetap semangat karena masih banyak ikan luar sana yang tunggu jaringjaring kalian jangan jadi gagal bagai alas untuk henti juang salam juara kampustradisijuara pkm center pens,0,0.75434715
358,gandeng tim dari dinas madam bakar dan selamat kota pens usai langsung giat simulasi selamat hadap bencana bakar pada jumat dalam rangka ingat hari kesiapsiagaan bencana hkb bangun baru gedung smart automation workshop saw pilih pens untuk laksana giat sebut jadi ingat hkb pertama yang libat seluruh civitas akademika pens serta hkb mulai dari dr bambang sumantri st msc selaku wakil direktur bidang akademik dr tri budi santoso st mt selaku wakil direktur bidang mahasiswa dan sumber daya manusia kepala departemen jumlah dosen serta mahasiswa dari bagai program studi dan karyawan tunjuk antusias dengan turut hadir dan ikut rangkai giat simulasi ini reporter athira zahra videographer fuad zaki saksi video lengkap di channel youtube penstv politeknik pensjoss pens vokasimenguatkanindonesia pensupdate,0,0.79680717
359,halo sobatpens dua puluh enam mahasiswa pens telah lolos dan akan berangkat untuk ikut program indonesia international student mobility award iisma yuk intip siapa dan mana saja mereka akan berangkat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi lanjutkanmerdekabelajar hardiknas,0,0.80056775
360,politeknik elektronika negeri pens turut partisipasi dalam ingat hari kesiapsiagaan bencana hkb dengan gelar giat simulasi selamat hadap bencana bakar pada jumat giat yang tempat di gedung smart automation workshop saw pens sebut ikut banyak civitas akademika pens dan turut hadir drs m mundhir selaku staf cegah dalam tim kerja bina aparatur dan daya masyarakat serta hadir dinas madam bakar perintah kota langsung giat ini bukti bahwa pens usaha untuk komitmen dalam bangun budaya sadar bencana politeknik politeknikjoss pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi bnpb damkar harikesiapsiagaanbencana,0,0.8134439
361,hari kesiapsiagaan bencana nasional rupa momen penting untuk tingkat sadar dan siaga kita hadap bencana kesiapsiagaan bukan pilih tapi harus mari sama kita bangun budaya sadar bencana dan siap untuk selamat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi basarnas bmkg bnpb harikesiapsiagaanbencana,0,0.7648927
362,international webinar program studi sarjana terap teknologi rekayasa multimedia jurus teknologi multimedia kreatif ada acara webinar internasional yang buka untuk umum kali ini tema yang akan presentasi oleh profesor gabriel zachmann universitas bremen jerman bahas tentang fundamental immersive interaction techniques and principles webinar ini gratis jadi jangan lewat dan catat tanggal april wib zoom live streaming youtube channel trm pens materi dan diskusi sampai dalam bahasa inggris jangan lupa juga ikut sosial media trm instagram trmpens website trmpensacid tiktok trmpens youtube trm pens trm trmpens pensurabaya teknologirekayasamultimedia webinar immersive,-1,0.6583683
363,tepat pada april raya bagai hari buku dunia buah raya yang ingat kuat buku bagai sumber tahu inspirasi dan ubah bukan hanya ingat waris literatur tetapi juga tegas penting baca dan harga keanekaragaman katakata yang makna bagi cerdas bangsa mari raya kuat tahu pada hari buku dunia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi haribukusedunia,0,0.74349385
364,mari bersamasama kita renung betapa penting peran kita bagai jaga planet ini dari bagai tantang yang ancam lestari bumi saat kita tanam sadar akan penting jaga bumi kita juga komitmen untuk tindak cara kolektif lalu tindak sama kita dapat cipta ubah positif yang akan pasti bumi ini tetap jadi tempat yang layak untuk tinggal bagi generasi yang akan datang selamat hari bumi dunia pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi haribumi,0,0.7386103
365,ini waktu nya kalian telah buka seleksi mandiri terima mahasiswa baru politeknik elektronika negeri simandiri pens tahun akademik ayo jadi bagi dari pens tempat mana cerdas temu dengan kreativitas dapat bekal terampil dan tahu yang butuh untuk jadi pimpin masa depan di dunia teknologi catat tanggal daftar ya informasi lebih lanjut tentang terima mahasiswa baru kunjung website politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi penerimaanmahasiswabaru seleksimandiri simandiri,0,0.8136815
366,selamat ingat hari kartini ini adalah salah satu bentuk panggil bagi tiap perempuan indonesia untuk terus berani ambil langkah mimpi besar dan turut serta dalam bangun bangsa jadi kartini di era modern ini tunjuk bahwa perempuan dapat jadi teladan dan mampu takluk segala bidang selamat hari kartini untuk seluruh perempuan indonesia kita hebat kita daya kita kartini politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi harikartini harikartini kartiniday empowerwomen indonesiamaju,0,0.772019
367,dalam suasana raya hari raya idul fitri hijriyah pens selenggara giat halal bihalal di ruang auditorium lt gedung pascasarjana pada rabu hadir oleh seluruh civitas akademika pens giat sebut gelar dengan tema kuat semangat sama tuju mandiri pens lebih baik dan kuat halal bihalal kali ini hadir ustadz muhammad marzuki imron yang sampai tausiyah tentang penting maaf hadap sama berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi halalbihalal idulfitrih,0,0.7526777
368,siap ambil bagi dalam kompetisi gengsi kompetisi mahasiswa informatika politeknik nasional kmipn yuk mahasiswa pens daftar dan ikut damping internal kmipn kompetisi ini buka untuk seluruh prodi dan seluruh angkat mahasiswa pens catat tanggal penting dan link nya di postingan ikut kmipn kmipn kompetisimahasiswa informatika,0,0.77790534
369,buah giat kuliah tamu tajuk small innovative ideas big practical applications usai selenggara di mini theater lt gedung pascasarjana pada kamis dalam upaya kenal teknologi renewable energy di kalang generasi muda pens undang salah satu teliti baik yang aku cara internasional yakni dr mohamed torbati dari university of southampton uos giat sebut rupa bagi dari kolaborasi teliti antara pens dengan uos yang telah langsung lama hampir lima tahun berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi kampusvokasi renewableenergy uos researchgroup guestlecture,0,0.66110885
370,immersive fiestaendless imagination connects the future registration for immersive fiesta is now open free we are awaiting your best works general requirements individual competition participants must be high school students smasmkma participants must follow instagram trmpens immersivefiesta write your wishes through a comment on the competition poster and tag of your friends participants must post the competition poster on instagram story prizes st place golden ticket trm national certificate nd place golden ticket trm national certificate rd place golden ticket trm national certificate immersive fiesta timeline registration april th may th technical meeting may th competition may th may st artwork submission may nd awarding may th contact person ebay wame chika wame dont forget to follow our instagram account trmpens immersivefiesta immersivefiesta immersivefiesta pens penssurabaya trmpens,2,0.49853903
371,allahu akbar allahu akbar gema takbir telah kumandang ramadhan basuh hati saat raih rahmat di hari yang fitri semangat terus karya untuk raih mimpi di kampus inovasi politeknik politeknikjoss pens pensjoss kampusinovasi,0,0.67942244
372,sambut ramadhan dengan penuh suka cita kampus on ramadhan korma sukses helat lama hampir satu bulan mulai senin hingga jumat di masjid annahl pens jadi acara rutin tahun korma tahun ini riah oleh jumlah giat manfaat seperti kaji tadarus alquran bagi takjil buka sama serta tarawih pada tiap hari kuliah giat yang usung oleh unit giat rohani islam ukki pens sebut upaya untuk fasilitas lancar ibadah civitas akademika pens pada bulan suci ramadhan berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi kampusonramadhan korma,0,0.6949266
373,di balik tiap hidang laut yang lezat ada jerih payah para nelayan yang tak kenal lelah arung laut luas tantang badai dan gelombang para nelayan juang untuk jaga tahan pangan nasional hari ini kita ingat hari nelayan nasional bagai bentuk harga atas dedikasi dan korban mereka kita patut syukur atas kontribusi penting para nelayan dalam pasti pasok pangan bagi keluarga dan masyarakat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harinelayannasional,0,0.7005236
374,halo calon sobatpens siapa sini yang ingin jadi anak teknik sudah siap cipta masa depan yang gemilang dalam dunia teknologi di pens yuk ikut jalanjalan di kampus pens dan kita lihat produk electric vehiclenya fyi pens rupa kampus vokasi yang duduk peringkat pertama politeknik terbaikdi asia tenggara dan akreditasi unggul oleh banpt informasi lengkap tentang pens kunjung website informasi daftar mahasiswa baru kunjung website informasi kait snpmb bisa akses lalu media sosial snpmbbppp,0,0.8035519
375,halo calon sobatpens di video tualang kenal program studi belum kita telah jelajah dua departemen yakni departemen teknik elektro dan departemen teknik mekanika energi yuk di video kali ini ikut aku jelajah departemen teknik informatika komputer dan departemen multimedia kreatif check this out informasi lengkap tentang pens kunjung website informasi daftar mahasiswa baru kunjung website informasi kait snpmb bisa akses lalu media sosial snpmbbppp,-1,0.6545831
376,guest lecture small innovative ideas big practical applications speaker dr mohamed tobat education and research in university of southamption thursday th april wib mini theater th floor pascasarjana building politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi opentalk,0,0.5765681
377,halo calon sobatpens masih bingung dengan program studi apa saja yang ada di pens yuk ikut aku jajah di tualang kenal program studi ada empat departemen yang ada di pens kali ini kita kenal dengan dua departemen yakni departemen teknik elektro dan departemen teknik mekanika dan energi check this out informasi lengkap tentang pens kunjung website informasi daftar mahasiswa baru kunjung website informasi kait snpmb bisa akses lalu media sosial snpmbbppp,0,0.87001646
378,congratulation to students in politeknik elektronika negeri who received the indonesian international student mobility award iisma iisma is the government of indonesia scholarship scheme to fund indonesian students for mobility program at top universities overseas students could spend one semester at the overseas university partner to study to experience the host countrys culture and undertake practical assignments to hone their skills politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi iisma,4,0.56534666
379,selamat tempuh uji tengah semester genap dengan segala siap yang teliti dan usaha yang gigih mari kita hadap uji ini dengan penuh semangat dan yakin ingat bahwa tiap tantang adalah sempat untuk tumbuh dan ajar ini saat kita tunjuk berapa jauh kita telah kembang dalam jalan akademik kita politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiujiantengahsemester,4,0.8021066
380,hari ini kita renung korban dan kasih yang telah tunjuk oleh yesus kristus pada jumat agung moga jumat agung bawa damai dan kasih karunia dalam hidup biar cahaya kasih tuhan selalu rang jalan kita politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi jumatagung wafatisaalmasih,0,0.8308297
381,selamat datang mahasiswa baru pens jalur snbp saat ini kamu telah bukti bahwa dedikasi dan usaha keras lama tahun benarbenar buah hasil yang manis ingat ini baru awal dari jalan panjang yang pasti akan luar biasa bagai mahasiswa kamu akan temu ilmu baru temu temanteman baru dan tentu saja hadap tantang baru tapi kami yakin dengan semangat yang telah bawa sampai sini tidak ada yang tidak mungkin selamat gabung dengan keluarga besar pens informasi kena daftar ulang dapat lihat di pmbpensacid politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi snbp,0,0.7184019
382,buka puasa sama antar mahasiswa bidikmisi dan kipkuliah usai gelar oleh eepis bidikmisi organization ebio pada jumat dan tempat di lapang merah gedung d pens giat yang tema satu hati satu rasa sebut tuju untuk jaga saudara dan erat silaturahmi antar sama mahasiswa kipk bagai giat tarik saji guna riah buka puasa sama sebut seluruh mahasiswa tampak antusias dengan ikut giat dari awal hingga akhir berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi,0,0.7679217
383,were anak pens mana nih yang paling relate sama kalian halo sobat pens tahun ajar baru sudah mulai nih jangan lupa pantengin terus instagram pens dan website bawah ini ya agar tidak tinggal informasi putar pens lengkap dapat akses di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi kampusvokasi snpmb snbp snbt,0,0.8032024
384,mahasiswa teknik elektronika pens dafit ody endriyatono hasil raih gelar duta gerak literasi provinsi papua barat periode lalu rangkai seleksi sama serta dari seluruh indonesia dafit ody hasil pilih dan lantik pada jumat agustus oleh literasi bintang aksara lba bagai langkah awal dalam abdi pada sabtu ia sukses selenggara buah seminar bekal di kabupaten pare dengan judul penting literasi dan bahasa inggris pada generasi muda untuk masa depan yang kolaborasi dengan lembaga kursus bahasa inggris zgeneration berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi dutapenggerakliterasi,0,0.7829757
385,raya hari meteorologi dunia momen di mana kita harga ilmu yang ajar atmosfer dan fenomena dengan tema di garis depan aksi ubah iklim di tahun ini kita ingat akan urgensi hadap ancam nyata ubah iklim bmkg main peran penting dalam meteorologi dan geofisika di indonesia contoh dalam tangan gempa yang baru saja jadi di tuban bmkg kontribusi dalam mitigasi bencana dan beri informasi akurat moga upayaupaya mitigasi bencana yang laku oleh bmkg sebut bawa selamat bagi masyarakat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harimeteorologisedunia bmkg,0,0.60425574
386,hari ini adalah sempat bagi kalian untuk tunjuk ajaib dan cerdas kreatifitas kalian di atas panggung singapore amazing flying machine competition tiap titik usaha dan siap yang telah kalian laku akan jadi tentu bagi sukses kalian hari ini ingat kalian telah lang jauh untuk bisa ada di sini dan saat ini adalah waktu untuk keluar yang baik dari diri kalian jadi tiap momen di udara bagai sempat untuk kejar impi inspirasi dan buat sejarah meski jalan mungkin penuh dengan tantang percaya pada mampu kalian satu bagai satu tim kalian milik kuat yang luar biasa untuk raih menang tunjuk kepada dunia bahwa kalian adalah contoh nyata dari berani tekun dan kerja keras selamat lomba tim caksa bangga nama kalian terbang tinggi dan jadi tiap detik di udara bagai kisah yang tak lupa kami semua diri di belakang kalian kirim doa dan dukung tanpa batas sukses untuk kalian semua semangat untuk tim caksa politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi,0,0.5615945
387,halo sobatpens politeknik elektronika negeri jadi guru tinggi dengan dana banyak untuk program teliti dan abdi kepada masyarakat guru tinggi selenggara didik vokasi tahun anggar oleh direktorat akademik didik tinggi vokasi daptv kemendikbudristek politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi teliti pengabdianmasyarakat aptv,0,0.75784194
388,saat kita raya hari hutan internasional pada tanggal maret dengan tema forests and innovation harap maju teknologi dapat lawan deforestasi mari satu dalam upaya lestari keanekaragaman hayati dan ekosistem yang penting bagi imbang ekologis bumi kita dengan kembang teknologi lingkung tiap langkah dari inovasi teknologi lingkung bawa kita lebih dekat kepada masa depan yang lestari selamat hari hutan international politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harihutaninternational harihutan forestday,0,0.6198739
389,dalam rangka dukung tingkat literasi digital pens kerja sama dengan rawan teknologi informasi dan komunikasi tik indonesia dalam selenggara giat seminar luring pada selasa selaras dengan tuju sebut seminar ini rupa bagi dari program sinergis menteri komunikasi dan informatika republik indonesia kominfo ri di sektor didik lalu gera nasional literasi digital gnld sejak tahun banyak mahasiswa hadir perhati empat topik utama yakni budaya digital etika digital aman digital dan cakap digital di ruang teater gedung d pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi relawantiksurabaya literasidigital indonesiamakincakapdigital,0,0.7266297
390,reminder kumpul proposal pmw pens halo km pens kemarin kita telah ikut sosialisasi pmw pens bukan sekarang pmw pens telah pasuk tahap yang paling penting yaitu tahap daftar dan kumpul proposal catat tanggal penting daftar buka hingga tanggal maret sila baca dengan seksama tentu dan syarat yang butuh lalu link ikut pasti untuk daftar diri dan kirim proposal lalu link ikut jika ada tanya atau butuh informasi lebih lanjut jangan ragu untuk hubung cp kami ilham johan terus semangat karya mahasiswa wirausaha jangan lupa untuk manfaat akun media sosial kami untuk dapat informasi baru instagram pmwpens mari bersamasama cipta sukses dalam kewirausahaan wirausahamuda mahasiswaberkarya pmwpens pensjoss,0,0.7448249
391,selamat tunai ibadah puasa ramadhan selamat datang bulan suci panggil suci yang penuh hati dengan damai berkah dan berani mari kita jalan bulan suci ramadhan h m ini dengan penuh keikhlasandankebersamaan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiramadhanh,0,0.69768757
392,dalam upaya cipta lingkung bersih dan sehat lalu tanam mangrove badan eksekutif mahasiswa bem pens inisiasi giat abdi kepada masyarakat pada sabtu aksi peduli lingkung apel ini kolaborasi dengan lembaga volunteer yakni human initiative volunteer energy hive dan libat banyak mahasiswa dari kampus utama maupun psdku giat sebut menitikberatkan pada tanam serta bersih sampah di wilayah muara mangrove yang kenal dengan sebut cleaning mangrove berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi apel kawasanmangrove pengmasbem,0,0.53117716
393,selamat hari raya nyepi mari kita jadi sempat ini untuk renung dan suci diri tenang hati dan pikir bagai bentuk hormat kepada alam dan diri sendiri moga kita semua selalu kati dengan damai hidup oleh sang cipta pens pensjoss politeknik politeknikjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi kampustradisijuara harirayanyepi hening kesadarandiri berkah semangatbaru,0,0.7680615
394,abdi masyarakat internasional pens kolaborasi dengan musashino university untuk temu dan atas cemar sampah plastik di laut terap teknologi sensingprocessingactuation spa dengan d world map system fieldwork experiment sebut ambil titik lokasi di ekowisata mangrove wonorejo pada senin hingga jumat ancang eksperimen dan terap terus upaya untuk capai zero waste dengan harap dapat tingkat sadar masyarakat akan penting lestari ekosistem laut berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi musashinouniversity pengabdianmasyarakatinternasional,0,0.7137999
395,halo sobatpens sidang buka senat dalam rangka wisuda pens ke usai langsung pada sabtu di ruang auditorium lt gedung pascasarjana prosesi sebut sekaligus jadi tanda hasil bagi wisudawan yang baru saja kukuh jadi orang wisudawan rupa titik puncak bagi mahasiswa telah juang tuntas didik di kampus cinta lalu bagaimana sih tanggap para wisudawan soal pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiwisudapens,0,0.8174734
396,ikut kutip pidato direktur politeknik elektronika negeri pens aliridho barakbah skom phd serta kesan pesan dari lubis aulia sama salwa aribah bagai wakil wisudawan dan wisudawati pada sidang buka senat dalam rangka wisuda pens ke sabtu maret reporter biyan daniswara fotografer bintang alifananda grafis akhmad tegar ramadan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasiwisudapenske,0,0.8558978
397,pada sabtu pens usai ada sidang buka senat dalam rangka wisuda ke giat ini selenggara di ruang auditorium lt gedung pascasarjana pens tak hanya itu prosesi wisuda sebut juga siar langsung lalu kanal youtube penstv dan hadir oleh direktur pens ketua senat serta jajar dosen tamu undang wisudawan serta orang tua wisudawan dalam sempat ini pens kukuh wisudawan yang diri dari wisudawan jenjang magister terap wisudawan jenjang sarjana terap dan wisudawan jenjang diploma iii berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi wisudapenske,0,0.791378
398,hari ini lembar baru ukir dalam kisah jalan titi ilmu gelar yang raih bukan sekadar lembar kertas lain bukti dedikasi kerja keras dan gigih lama tempuh didik terus mimpi bercitacita dan pantang serah masa depan gemilang nanti di ujung jalan selamat wisuda para wisudawan dan wisudawati pens ke pens pensjoss politeknik politeknikjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi kampustradisijuara wisudapens wisudapenske,0,0.7609273
399,hari ini ingat bagai hari musik nasional dengan penuh harga hadap kaya budaya di indonesia musik tidak hanya sekadar suara lain cermin dari agam identitas dan cerita yang alir dalam tiap nada lalu harmoni musik kita kuat ikat yang hubung tiap jiwa dengar musik indonesia adalah rasa cerita dan aset non benda yang harus kita harga dan lestari selamat hari musik untuk seluruh musisi tanah air politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harimusiknasional harimusik,0,0.6153261
400,halo sobatpens politeknik elektronika negeri pens terus alami naik peringkat guru tinggi untuk institusi politeknik dari tahun hingga ikut tabel ranking pens pada guru tinggi dan politeknik seluruh dunia versi webometrics yang rilis pada januari tentu capai ini tidak lepas dan bentuk hasil seluruh civitas akademika pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi webometrics,-1,0.7673806
401,hari ini kita raya perempuan di indonesia dan seluruh dunia mereka milik derajat tinggi dan tugas yang luar biasa di pens kami dukung perempuan berani cerdas dan kreatif yang kontribusi pada maju ilmu tahu teknologi seni dan manusia selamat hari perempuan internasional kepada semua perempuan inspiratif di seluruh dunia politeknikjoss pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiworldwomanday,0,0.7579013
402,focus group discussion hasil helat oleh program studi d teknologi multimedia broadcasting pada rabu ruang innovation start up lt gedung pasca sarjana pens jadi saksi hadir bagai wakil industri yakni pt avian pt otak kanan pt disway hub dan pt solar animation studio yang papar program kerja sama mereka tema wujud sinergi didik vokasi dan industri dunia kerja giat ini inisiasi bagai bentuk dukung hadap cipta ekosistem mitra antara industri dan satu didik vokasi berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi dmmb fgdmmb,0,0.71002525
403,sosialisasi pmw pens hallo mahasiswa karya ada kabar seru nih buat kalian yang suka atau ingin berwirausaha yuk ikut sosialisasi tentang program mahasiswa wirausaha pmw pens selain sosialisasi juga dapat sharing session lho dengan tema ubah ide jadi aksi langkah berani mulai usaha bareng kak kamailiya ulfah yang super inspiratif siapsiap dapetin motivasi trik jitu dan kisah sukses yang pasti bikin kamu semangat tuju impi lets chill chat and get inspiredtogether tanggal selasa maret waktu wib selesai media online zoom meeting pasti untuk daftar sekarang di link registrasi ikut ada tanya atau butuh informasi lebih lanjut jangan ragu untuk hubung cp kami wame ilham wame johan catat tanggal dan segera join agar dapat banyak insight kena pmw pens jangan sampai tinggal semangat karya mahasiswa wirausaha wirausahamuda mahasiswaberkarya entrepreneurshipprogram pmwpens pensjoss,0,0.7157247
404,jumat program studi diploma iii multimedia broadcasting mmb pens usai ada seminar tajuk etika komunikasi dalam dunia kampus tempat di teater gedung d pens seminar ini hadir dr santi isnaini mm bagai bicara dan hadir oleh jumlah dosen serta seluruh mahasiswa prodi d mmb giat sebut tuju untuk bantu mahasiswa paham konteks komunikasi dan etika dalam komunikasi di lingkung kampus dengan patuh prinsipprinsip etika komunikasi harap mahasiswa dan dosen dapat bina hubung yang positif dan cipta lingkung akademis yang baik di dunia kuliah berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi mmbpens,0,0.75983113
405,usaha suku cadang mobil asal jepang shinomiya inc laku seleksi terima karyawan di pens proses wawancara yang langsung hari ini jadi tentu di proses ikut belum kemudian para mahasiswa ini akan kerja di jepang jumat bagi mahasiswa yang lolos proses wawancara ikut mereka akan ikut kelas bahasa jepang yang siap oleh jiim pada bulan juli hingga desember dan ikut uji cakap n dan n lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi,0,0.8154378
406,breakout tips konsisten bangun habit positif semua orang punya habit dan semua orang punya goal tetapi mungkin masih ada yang sulit untuk tetap jaga disiplin dalam laku biasa baik di video ini akan jelas kena cara agar tetap konsisten dalam laku rutinitasmu sehingga bisa capai goal yang ingin penasaran dengan tipstipsnya simak lengkap dalam video ikut reporter biyan daniswara videografer aliy nur rahmaan lengkap hanya di youtube pens tv politeknik pensjoss pens breakout vokasimenguatkanindonesia,-1,0.751492
407,selamat hari raya kuningan galungan moga hadir roh leluhur bawa berkah dan damai bagi kita semua mari kita raya hari suci ini dengan penuh gembira dan hormat kepada leluhur kita galungan kuningan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi,0,0.7320694
408,daftar pilmapres pens update syarat halo km pens kemarin udah ngikutin sosialisasi pilmapres pens kan nah sekarang pilmapres pens sudah masuk tahap yang paling penting yaitu tahap daftar dan kumpul berkas daftar buka mulai tanggal februari sampai dengan maret sila baca dengan seksama tentu dan syarat yang butuh ya mari daftar diri kalian sekarang juga dan jadi mahasiswa prestasi di indonesia daftar di sini bitlysubmitpilmapres apabila masih milik tanya sila untuk hubung nomor bawah ini cp raih bempens viriyabala ristekbempens semangattinggimemperbaikidiri,0,0.7585213
409,hayoo siapa nih yang masih bingung pilih kampus jangan asal pilih kampus ya sobat siar pilih kampus yang bisa jadi wadah untuk kamu sang juara siar datang tamu istimewa nih dan akan cara langsung kenal kepada kalian kena sistem ajar yang ada di pens loh mulai dari jalur terima di pens ajar jarak jauh dan didik s juga pasti kamu wajib banget nonton kalau kamu ingin jadi bagi dari keluarga besar pens yuk jadi mahasiswa yang bisa maju dan harum nama bangsa tonton dan dengar sekarang kemudian dapat insightnya siniarpens podcastprestasi pmbpens mahasiswaprestasi kampussangjuara,0,0.7351994
410,politeknik elektronika negeri pens tambah kuota mahasiswa baru dari kursi jadi kursi untuk prodi pada tahun ini lalu jalur seleksi yaitu snbp snbt dan jalur mandiri senin tambah ini tentu akan imbas pada proses ajar ajar sekaligus pakai fasilitas yang ada di kampus dreng bambang sumantri st msc wakil direktur bidang akademik sampai di tahun ini ada tambah sarpras yaitu gedung smart automation workshop saw yang akan mensupport ajar di semester baru nanti lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi,0,0.8204783
411,gemastik tik untuk tingkat layan publik tuju masyarakat indonesia yang sejahtera gemastik rupa kompetisi tahun di bidang tik yang selenggara oleh pusat prestasi nasional undang mahasiswa aktif pens jadi bagi dari delegasi pens ajang gemastik bagai informasi tambah pens telah hasil duduk peringkat besar dalam kurun waktu tahun akhir yuk turut serta dalam tahan prestasi kita jangan lewat agenda penting sosialisasi gemastik hari tanggal senin maret pukul wib selesai link pandu daftar seleksi internal sampai ketemu di sosialisasi dan gabung cetak prestasi gemastik gemastik,0,0.7917819
412,selamat dan sukses politeknik elektronika negeri atas capai baik laksana reformasi birokrasi wilayah bebas dari korupsi wbk oleh direktorat jenderal didik vokasi politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi wbk zonaintegritas,0,0.7718891
413,repost kamivokasi halo sobatvokasi dan kawansmk kalian siswa dan siswi smk yang eligible untuk ikut seleksi nasional dasar prestasi snbp daftar snbp tahun akan tutup pada tanggal februari yuk paham cara daftar lewat video ini jangan lupa untuk baca pandu daftar snbp di menu unduh pada laman snpmbbpppkemdikbudgoid ya follow dan hidup notifikasi untuk dapat informasi kini kena seleksi nasional terima mahasiswa baru snpmb instagram snpmbbppp x snpmbbppp tiktok snpmbbppp youtube snpmb bppp facebook snpmb bppp helpdesk snpmb bppp halosnpmbbpppkemdikbudgoid call center snpmb,-1,0.62484133
